"id","label","date","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267","f268","f269","f270","f271","f272","f273","f274","f275","f276","f277","f278","f279","f280","f281","f282","f283","f284","f285","f286","f287","f288","f289","f290","f291","f292","f293","f294","f295","f296","f297"
"2a9176779859c77480450948d052bc3dcc957ecdcb7b86b91cf80483b3c13bba","0","20171025","1","0","0","1","100805","1","3","1","0","1","0","1","1","2","0","2","1","1","1","31","51","123","195","1","0","1","1","1","1","0","0","20","30","23","35","","","","","","","","","","","","","16","21","14","22","0","1","2","1","1","4","4","1","1","2","3","4","99","34","302","301","302","301","302","302","4","29","4","29","2","2","3","4","7","38","101","4951.8","26630.8","1600","1754.9","2","1","2","1","2","1","2","2","2","1","1","2","4","10","23","4","4","4","28","42","4","4","4","30","170","170","168","169","169","169","169","169","169","169","169","169","33","35","28","29","29","29","33","86","45","44","45","68","32","32","25","26","26","25","31","231","231","127","127","127","127","231","169","170","169","168","169","301","2","2","2","1","2","2","2","3","2","3","2","2","2","2","1","1","1","2","1","2","1","1","1","3","2","2","1","2","1","4","5","2","2","1","1","2","2","1","2","1","1","2","2","1","2","2","2","2","1","2","3","3","4","4","30","63","1","3","2","3","1","2","3","5","1","1","1","2","2","3","3","4","3","3","3","2","3","2","3","1","1","1","1","1","2","1","2","1","1","1","2","2","7","10","1","3","2","4","7","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","0","1","33","225","302","377","700","17","98","123","141","159","302","301","302","72","301","195","195","195","51","194"
"5d86572a7321b41aae0be219f89cbb0beebea4efd68f9ec5aa1dbdfee157941a","0","20171019","0","1","1","0","100803","0","7","2","1","0","1","2","1","2","2","2","2","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","0","0","","","","","","","","","","","","","0","0","1","0","1","1","1","1","2","1","1","2","2","1","2","2","1","2","15","2","2","2","4","8","8","12","8","11","1","1","1","2","9","12","50","480.8","965.8","51","226","1","1","1","1","2","2","2","1","1","1","1","3","6","9","11","2","4","9","11","15","2","3","9","12","2","2","2","1","1","1","2","2","2","1","2","1","2","1","2","1","2","1","2","2","2","1","2","2","1","1","2","1","1","1","2","2","1","1","2","2","2","1","1","2","2","1","1","11","2","2","2","2","1","2","1","1","2","1","2","2","2","2","2","2","1","2","1","2","1","1","3","2","1","1","2","1","2","3","2","1","1","1","2","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","4","9","12","16","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","2","1","2","2","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","0","1","2","2","2","1","1","1","2","1","2","2","1","1","2","1","1","2","2","2","1"
"295a1f20455314cf1405f2906cb2eb6096af68cd995d5260437d017172d8efbf","0","20171031","0","0","0","0","100806","0","4","1","2","2","1","0","0","1","2","1","1","2","1","0","1","0","1","1","1","1","0","0","0","0","0","","","","","1","1","6","10","14","1","2","11","14","18","0","0","","","","","1","0","","","","","","","","","","","1","2","11","1","1","2","8","8","5","5","5","6","2","1","1","2","27","51","150.2","34363.3","92542.5","151.2","4645.5","1","2","2","3","4","2","2","1","1","3","4","3","8","12","17","1","13","17","41","47","2","7","6","6","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","1","2","2","2","1","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","1","2","1","1","1","1","9","1","1","1","1","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","1","2","1","1","2","2","2","1","2","2","2","2","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","2","1","2","2","6","6","7","7","2","1","1","1","2","1","2","7","2","1","1","2","2","2","2","1","2","2","2","1","1","2","2","1","1","1","7","7","1","1","1","2","2","1","2","1","6","6","1","2","1","2","2","2","1","1","2","1","2","2","1","7","6","1","7","7","2","2","2","1","1","2","1","2","1","1","2","2","1","2","7","8","2","1","2","2","1","1","8","9","1","2","1","2","2","2","2"
"c955119e5a46dd357db8f0c4c0220d3db72116830a1c062a3118fc1bb27d3723","0","20171013","1","0","0","0","100701","0","5","1","0","2","0","1","0","2","1","0","1","1","1","0","0","0","0","0","0","1","1","0","1","1","0","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","0","1","1","2","3","4","2","1","1","3","4","1","1","6","2","2","1","2","2","13","25","13","24","2","3","4","3","13","25","18","1215.8","1830.6","41.2","1155.7","1","2","1","1","1","1","2","1","2","2","2","4","6","12","25","4","9","13","23","57","3","9","13","25","2","1","2","1","2","2","1","2","1","2","1","1","1","2","1","1","1","2","2","1","2","1","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","2","2","1","1","1","2","5","2","2","1","2","2","1","1","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","3","2","2","3","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","3","4","10","13","25","61","1","1","2","2","1","2","2","2","1","1","1","1","1","2","1","1","1","1","1","2","1","2","2","1","2","1","1","2","1","2","1","2","1","1","1","2","3","4","2","2","2","4","4","2","1","1","2","2","2","2","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","0","0","1","2","1","1","2","2","2","2","2","1","2","1","5","1","1","1","2","2","1","2"
"f3d8dbfadcf30956000a404cd91d727e674be04da77d8404b5bb998b1f1a60c9","0","20171030","0","0","0","1","100807","0","4","2","1","1","0","2","1","1","1","1","2","1","2","32","56","159","250","0","1","0","0","1","0","1","1","1","1","1","0","","","","","","","","","","","","","0","0","0","1","0","0","1","1","2","2","1","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","3","4","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","2","2","2","2","2","3","6","7","9","18","23","2","2","2","4","2","2","3","4","1","1","2","2","2","3","3","4","3","3","4","2","3","3","3","1","1","1","2","1","2","2","1","1","1","2","3","2","4","5","2","3","2","3","4","1","2","1","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","1","0","0","1","0","41","190","301","422","789","22","80","111","129","135","301","340","380","154","302","190","191","191","102","191"
"3a6c92239d52991014e7e9c46288ec0f572d3f1594eee133a0198a48f7763fc6","0","20170921","1","1","0","0","100805","0","3","1","1","0","0","1","1","2","1","2","1","1","0","17","17","59","60","0","1","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","0","1","1","1","0","1","2","2","2","2","2","2","1","1","2","3","186","46","301","302","302","302","302","301","6","16","7","16","1","2","2","3","8","17","140","310.5","561.9","169","270","2","2","1","2","2","2","2","1","1","2","2","3","6","11","12","3","4","7","17","18","3","4","7","18","225","226","225","226","225","226","226","225","225","226","225","226","34","35","29","29","28","29","33","183","52","52","52","104","31","31","28","27","27","27","30","227","226","141","141","140","141","227","226","225","226","225","225","301","1","1","2","2","1","2","2","1","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","2","1","3","4","4","3","4","2","2","2","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","2","2","4","4","7","17","19","1","1","1","2","1","1","1","3","1","2","1","2","2","2","2","2","2","2","3","1","1","2","3","1","1","2","1","3","2","2","2","1","2","2","2","1","6","12","2","2","2","3","8","2","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","1","1","0","1","2","28","85","265","340","356","20","43","113","136","139","302","302","301","117","258","221","220","221","93","183"
"6f874334060b54f5c89b72b46cac7c88721776c8bcaccc7f4d7a77b0f6d7336f","0","20171001","1","1","2","0","","1","2","1","0","1","0","1","0","1","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","7","16","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","8","16","1","3","7","22","2","4","7","10","1","3","7","16","4","7","16","1","2","2","2","2","3","8","34","55","1","4","7","27","45","1","4","8","35","55","1","4","7","28","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ec524a1bfde800874e33ea95ff36268869419414150ad2a807e15f47d3a61ef","0","20170925","1","0","0","0","100103","0","6","1","2","1","1","2","2","1","2","2","1","1","1","0","1","1","0","1","0","1","0","1","0","0","0","","","","","1","1","1","1","2","4","4","3","3","3","0","1","","","","","0","0","","","","","","","","","","","2","2","13","4","5","12","12","12","10","12","10","12","5","4","5","11","11","15","258","10055","10073.5","10055","10054","2","1","1","1","2","2","2","1","2","1","2","2","2","7","9","11","11","12","12","13","12","12","11","12","2","2","2","2","1","2","2","1","2","2","2","1","2","1","1","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","1","2","2","1","1","1","2","1","1","1","1","12","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","2","2","1","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","2","1","1","1","2","2","2","2","1","1","2","5","5","11","11","11","13","13","1","1","2","1","5","4","12","12","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","3","3","9","10","10","1","2","2","2","1","2","2","6","5","6","1","2","2","2","2","1","2","1","1","2","5","4","12","11","12","10","10","10","1","1","2","2","2","1","1","2","1","1","2","5","5","12","12","12","1","1","2","1","1","8","8","9","1","2","1","2","2","1","2"
"7f91ec98d0c087d95bf8401d204345ab429a0af0fd152f20209824164dd76a76","0","20170921","0","1","0","0","100806","1","4","1","1","0","0","1","2","1","1","1","2","2","0","18","17","60","60","1","0","1","0","0","1","1","1","0","0","0","1","","","","","","","","","","","","","0","0","0","0","1","1","2","3","3","5","6","1","3","3","5","6","184","44","301","302","301","302","301","301","6","24","6","23","2","2","3","4","8","27","661","4227.5","6859.2","1014.5","1027.5","1","1","1","1","2","1","2","1","2","2","2","4","6","13","15","4","4","7","24","26","4","4","6","25","197","197","197","198","197","197","198","197","198","197","197","198","34","34","30","29","29","29","33","181","45","46","46","100","32","31","29","30","29","30","30","224","224","126","125","126","125","225","198","197","197","198","197","301","1","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","1","2","2","1","2","1","1","2","1","1","2","2","2","2","2","1","2","1","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","2","3","4","7","24","26","2","2","2","2","1","3","3","3","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","1","2","1","2","1","1","1","2","2","2","2","3","4","3","1","2","2","2","1","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","0","1","40","118","262","339","356","20","60","111","129","131","301","301","302","130","302","191","190","191","85","191"
"d5db97f2071623497d6415f6f4646d1697fc16b13eac651faf6d9621ee00d3a3","0","20170925","1","0","1","1","100801","0","7","1","0","0","0","1","2","2","2","2","1","2","1","1","1","1","1","1","0","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","2","1","62","2","2","1","5","10","29","75","29","75","1","2","2","8","30","77","5","7235.6","22265.9","2047","3342","1","1","1","1","1","2","2","2","2","1","1","4","8","17","22","7","15","27","64","85","8","16","29","75","2","1","2","2","1","1","1","1","2","1","2","2","2","2","2","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","2","2","2","1","46","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","3","4","4","4","2","2","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","2","1","2","8","17","29","75","97","2","1","2","2","1","2","1","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","1","2","2","2","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","1","2","2","1","1","1","1","2","1","1","2","1","1","1","2","1","1","2","1","2","1","2","2","1","2","1","2"
"7d73b7d7bc9c2d84ecf1f913a069b06d03d114048500ca17acec652a6abf8bcc","0","20171101","1","0","2","0","","2","1","1","0","1","0","0","0","2","2","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","9","13","32","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","8","12","32","4","10","14","48","2","3","4","10","3","8","12","26","8","12","31","2","1","1","1","5","11","15","127","273","3","8","13","64","118","5","9","13","118","258","2","8","11","63","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6f7629330aee5c364d9c8a442f9f7b8af1cf2c25f0cd3c63c6773ba36e49b77c","0","20171012","1","0","0","0","100805","0","1","1","1","2","0","1","1","1","1","2","1","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","1","1","","","","","","","","","","","","","1","0","0","1","0","1","2","2","5","6","5","1","2","4","6","5","1","2","8","1","2","2","1","3","10","15","10","14","2","2","2","2","10","15","300","4164","6669","300","300","1","1","1","3","3","2","2","1","2","1","2","1","6","9","15","1","1","8","12","21","2","2","10","15","1","2","1","2","2","1","1","2","1","1","1","2","2","1","1","2","2","2","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","1","3","1","2","1","1","2","1","2","2","2","1","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","1","2","1","3","3","3","2","1","2","1","1","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","10","15","25","2","1","1","1","2","2","1","2","1","1","2","1","2","1","1","2","2","2","2","1","2","2","1","1","2","1","1","1","2","2","2","1","2","1","2","2","3","4","2","2","2","1","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","1","1","1","2","2","1","1","1","0","0","1","1","1","2","2","2","2","2","2","1","2","4","4","1","1","1","1","1","2","2"
"ec0690b6e87cf8942568db4d394c1e7366827b805242610d5288e4f6b3f4bbc7","0","20171021","1","0","1","0","100805","1","5","1","0","0","0","2","2","2","2","2","1","2","0","0","0","1","1","0","0","0","0","0","1","0","1","1","1","1","0","","","","","","","","","","","","","1","1","0","1","1","1","2","1","9","12","24","2","1","5","8","17","3","1","51","1","2","2","7","14","20","39","20","39","1","1","1","5","22","60","18","1687.8","9302.8","241","305.5","1","1","1","2","2","1","1","2","2","2","1","3","8","13","25","4","8","20","39","64","4","9","22","41","1","2","2","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","2","2","1","2","1","2","1","1","1","27","2","1","1","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","2","1","2","2","2","1","1","2","1","2","3","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","4","8","21","40","42","2","1","2","1","1","1","3","4","1","2","1","2","2","1","2","1","1","2","1","2","1","1","1","2","1","1","1","2","1","2","2","2","2","1","2","3","3","4","1","1","1","2","1","1","2","2","2","2","2","2","2","9","28","2","10","28","1","2","1","2","2","1","1","1","1","2","2","2","1","2","5","18","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2"
"314eeebb60ea1579306bcb28ad2a4f55ccc075106f0b4908e17ae1d943491004","0","20170913","0","1","1","0","100804","1","2","1","1","2","0","2","0","1","0","2","2","1","0","9","9","33","33","0","0","0","0","0","0","1","0","0","1","0","1","","","","","","","","","","","","","0","1","1","1","1","1","2","2","2","1","1","1","2","2","2","1","125","50","302","301","301","302","301","301","4","4","3","4","1","1","2","1","5","4","4","85","85","5","7","2","2","2","2","2","2","1","1","2","1","1","3","3","4","3","1","3","4","5","5","2","2","4","5","241","242","240","240","240","240","241","242","242","240","240","240","34","35","30","30","29","30","32","124","50","49","50","101","31","31","30","31","31","31","31","231","232","149","149","149","148","232","242","242","239","239","239","302","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","2","2","1","1","2","2","1","2","1","1","1","1","3","2","3","1","1","2","1","1","1","2","2","2","2","1","1","2","1","2","2","2","2","1","1","1","2","5","4","5","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","2","1","1","2","2","1","1","2","2","3","1","2","1","2","3","1","1","2","4","4","1","2","2","4","4","1","1","2","2","2","1","2","1","4","4","2","3","3","2","2","2","2","1","1","2","2","1","2","2","38","109","302","302","305","33","72","165","165","165","302","302","302","155","301","230","230","230","130","231"
"12ea507a788d3c680ce0059359ceaeb94ab7c3d960778c1cb2e2f8bdf3a2048f","0","20171005","0","0","1","1","100806","0","1","2","0","2","0","2","1","2","1","1","2","2","1","1","1","1","0","0","0","0","1","1","0","0","1","12","12","10","11","","","","","","","","","","","","","12","12","11","10","1","0","3","5","9","19","34","2","2","5","9","18","1","1","5","3","2","2","4","4","11","31","12","31","2","2","5","6","12","31","41","304.9","30818.6","150.9","189.9","2","1","1","1","1","2","1","2","2","2","1","4","6","11","23","6","8","12","31","56","6","8","13","32","2","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","2","1","4","2","2","1","1","1","2","1","2","1","2","2","1","2","1","2","2","1","2","2","1","1","2","1","2","2","3","3","2","2","4","3","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","1","1","2","6","7","8","13","31","57","1","1","2","1","2","3","2","4","1","2","1","2","1","2","1","2","1","2","1","1","1","1","2","2","1","1","2","2","1","1","2","1","1","2","3","3","3","4","1","2","2","1","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","1","0","1","1","2","1","2","1","1","2","2","1","1","2","2","4","4","3","2","1","2","1","1","2"
"ca8b16f28e88471604ab17966258405e151dc2a088eb3e5e2fdc7ce7fca7ffc7","0","20171001","0","1","0","0","100802","1","6","1","1","1","0","2","0","2","1","0","2","1","0","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","1","","","","","","","","","","","","","0","0","1","0","0","0","1","2","2","2","2","2","1","1","2","1","1","1","3","2","1","1","2","2","5","12","5","13","2","3","2","4","9","18","10.9","465.9","934.8","221.1","419.9","2","3","3","3","2","1","2","2","1","2","2","3","6","10","15","3","5","7","14","22","3","5","7","14","2","2","2","2","1","1","1","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","1","1","1","2","2","2","1","2","1","1","2","1","1","2","1","2","1","2","2","1","3","2","1","1","2","1","2","2","1","2","1","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","3","3","2","3","2","1","1","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","1","3","2","5","6","14","21","2","1","1","2","2","2","1","2","2","1","1","1","2","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","0","1","0","1","2","2","1","1","2","1","2","1","2","2","1","3","3","2","2","1","2","1","1","1"
"1dda684783ff6201249f657556a531d4ac3091dabe91104c395edaa03aac79e9","0","20171030","1","1","1","1","100807","0","2","1","1","1","1","2","2","1","0","2","1","2","0","32","56","122","218","1","1","0","1","1","0","0","1","0","0","1","0","","","","","","","","","","","","","1","1","0","1","2","1","2","1","2","1","1","1","2","2","2","2","96","30","301","218","301","301","302","301","38","38","38","38","2","2","3","4","60","60","9.5","23312","23328","32.5","75","1","1","1","3","3","1","1","1","2","3","2","5","7","8","11","5","11","38","38","41","4","12","39","39","205","204","154","204","203","204","205","204","205","154","203","203","31","34","27","28","29","28","31","80","39","40","40","61","32","31","23","26","26","25","31","229","230","106","133","132","132","229","204","204","154","203","204","302","2","1","1","2","2","2","1","1","2","2","1","2","1","1","2","2","2","2","2","1","1","1","2","1","2","2","3","2","4","3","4","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","2","4","12","39","40","42","2","2","1","1","2","3","2","2","2","2","1","1","2","1","2","1","1","2","2","2","2","1","2","1","2","2","2","2","1","2","1","1","2","3","2","3","4","7","1","2","2","3","5","1","2","1","1","2","2","1","1","15","15","1","12","12","1","1","2","1","1","1","2","1","1","1","2","12","70","276","398","787","9","29","106","138","155","301","308","309","44","134","201","200","201","30","94"
"8b97cd92ed5d8dbbaf6810130b5db62448777bfceef6ab02799d74561d400322","0","20171023","1","1","1","0","100705","1","1","1","0","1","1","1","2","2","0","1","1","2","1","30","49","113","178","1","1","1","0","1","1","1","0","8","20","15","27","","","","","","","","","","","","","7","20","14","27","1","0","2","2","4","7","9","2","2","4","6","10","96","11","302","37","301","302","302","301","26","53","26","53","1","1","3","5","26","55","10","336.9","680.9","36.9","188.8","2","1","1","2","2","2","1","1","2","2","1","4","9","17","32","3","12","22","49","79","5","14","27","54","184","184","24","183","184","183","183","183","183","24","183","184","34","35","17","28","27","28","32","82","43","43","42","65","31","31","14","24","24","24","32","244","244","22","126","126","127","243","184","184","23","183","183","302","2","2","1","1","2","1","2","2","2","3","1","2","2","2","1","1","2","2","1","2","1","2","1","1","2","3","3","4","3","4","3","1","1","2","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","4","5","13","27","55","88","2","1","2","3","2","3","3","3","1","2","2","2","2","2","2","2","2","2","2","2","1","2","3","2","1","1","2","3","1","2","2","1","2","1","3","2","5","12","2","1","1","4","6","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","1","1","0","0","1","6","137","286","370","749","4","63","104","122","135","302","303","304","12","301","179","179","179","8","179"
"3a9632f28e2845ac0dde6a4a9b6915b3d037017c9a4d8737571ac56d7c75c19a","0","20170922","0","0","1","0","100702","1","4","2","1","0","0","2","2","2","1","1","2","2","1","18","18","59","60","0","0","1","0","0","1","0","1","","","","","2","2","1","8","8","6","7","7","38","37","0","0","","","","","1","1","","","","","","","","","","","188","25","301","141","302","302","301","301","9","70","9","71","6","13","17","20","20","82","7197.2","10298.5","147623.5","10220.4","10220.4","4","3","3","3","4","2","3","3","3","4","3","2","4","10","11","8","9","10","72","72","9","8","10","71","175","175","86","176","176","176","175","176","176","86","175","176","34","35","23","27","28","27","34","181","40","40","41","96","32","31","24","28","28","28","31","224","224","69","124","123","123","224","175","176","86","175","175","302","2","1","2","1","2","2","1","1","1","1","1","2","1","1","2","1","2","1","2","2","2","2","2","2","1","2","2","3","3","3","3","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","7","7","8","9","9","71","73","2","2","1","2","6","6","6","6","2","2","1","1","2","2","2","1","1","1","2","1","1","2","2","1","1","2","1","2","1","2","2","1","1","6","7","7","6","6","2","2","1","1","2","1","2","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","2","2","1","0","1","0","1","10","235","301","311","350","9","81","111","116","119","302","302","302","41","302","192","192","193","32","193"
"66273cdc53c0ebeb0b012d258a079f50da5656221ad06dbfd1cb9449ac8a1a5a","0","20170911","0","0","1","1","100805","0","3","1","2","2","2","2","1","2","0","0","1","1","2","1","1","1","0","1","0","0","1","0","1","0","1","1","0","1","0","","","","","","","","","","","","","1","1","0","1","1","0","5","5","5","5","5","2","2","1","2","1","2","2","9","4","5","10","9","9","11","11","11","10","5","4","5","19","21","20","700","3545","3544","3494","3494","1","3","2","3","2","1","2","1","3","4","4","3","4","4","4","11","11","13","12","13","12","12","11","11","2","2","2","1","2","1","2","1","2","1","1","2","1","2","1","1","2","2","2","1","1","2","1","1","1","2","2","2","1","1","1","2","1","2","2","1","2","2","1","2","1","1","2","9","2","2","1","1","2","2","1","2","2","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","2","1","2","1","1","2","2","1","1","1","1","2","2","1","1","2","1","2","1","2","1","1","2","1","1","5","4","11","11","12","12","11","1","1","1","1","5","5","9","9","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","3","3","3","3","3","1","2","2","2","2","4","4","5","5","6","1","2","1","1","2","2","2","1","1","1","5","4","12","12","12","5","5","5","2","2","1","3","2","2","1","1","2","1","2","4","5","9","10","10","2","2","1","1","2","7","6","6","4","4","2","2","1","1","2"
"16ef3ad5f48f968c3f1df3b84c7bb552992d11f61511762f2dae956bce0e7585","0","20170928","0","1","1","1","100806","0","1","1","1","2","1","2","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","0","1","1","0","0","0","2","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","1","2","2","2","2","1","2","2","2","3","6","7","1","55101","96101","21000","21100","2","3","2","2","3","1","2","1","1","2","2","2","5","6","12","1","3","3","3","3","2","3","2","3","2","2","2","1","1","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","2","2","1","1","2","1","2","1","1","1","2","1","1","2","2","1","1","2","1","2","1","1","1","2","1","2","1","2","2","2","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","2","2","2","2","1","2","2","2","2","1","3","3","3","3","2","2","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","1","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","1","1","1","1","2","1","1","1","1","1","1","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","0","1","1","2","2","1","2","1","1","1","1","1","2","2","1","1","1","1","1","2","2","1","1","2"
